Linux 7.0.11-arch1-1 (archlinux) 	06/04/2026 	_x86_64_	(4 CPU)

06:34:17 PM   %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
06:34:22 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:34:27 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:34:32 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:34:37 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:34:42 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:34:47 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:34:52 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
06:34:57 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:02 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:07 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:12 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:17 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:22 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.00
06:35:27 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:32 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
06:35:37 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:42 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.00
06:35:47 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
06:35:52 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:57 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
06:36:02 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:07 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:12 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:17 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:22 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:27 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:32 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:37 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:42 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:36:47 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
