Linux 7.0.9-arch1-1 (archlinux) 	05/22/2026 	_x86_64_	(4 CPU)

01:28:41 PM   %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
01:28:46 PM      0.00      0.02      0.02      0.18      0.00      0.01      0.00      0.16
01:28:51 PM      0.00      0.02      0.02      0.01      0.00      0.01      0.00      0.01
01:28:56 PM      0.00      0.02      0.02      0.03      0.00      0.01      0.00      0.03
01:29:01 PM      0.00      0.02      0.02      0.03      0.00      0.01      0.00      0.03
01:29:06 PM      0.00      0.01      0.02      0.01      0.00      0.00      0.00      0.01
01:29:11 PM      0.00      0.01      0.02      0.01      0.00      0.00      0.00      0.01
01:29:16 PM      0.00      0.01      0.02      0.04      0.00      0.00      0.00      0.04
01:29:21 PM      0.00      0.01      0.02      0.02      0.00      0.00      0.00      0.02
01:29:26 PM      0.00      0.01      0.02      0.01      0.00      0.00      0.00      0.01
01:29:31 PM      0.00      0.01      0.01      0.01      0.00      0.00      0.00      0.01
01:29:36 PM      0.00      0.00      0.01      0.01      0.00      0.00      0.00      0.01
01:29:41 PM      0.00      0.00      0.01      0.04      0.00      0.00      0.00      0.04
01:29:46 PM      0.00      0.00      0.01      0.01      0.00      0.00      0.00      0.01
01:29:51 PM      0.00      0.00      0.01      0.03      0.00      0.00      0.00      0.03
01:29:56 PM      0.00      0.00      0.01      0.01      0.00      0.00      0.00      0.01
01:30:01 PM      0.00      0.00      0.01      0.01      0.00      0.00      0.00      0.01
01:30:06 PM      0.00      0.00      0.01      0.04      0.00      0.00      0.00      0.04
01:30:11 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:30:16 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:30:21 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:30:26 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:30:31 PM      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.05
01:30:36 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:30:41 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:30:46 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:30:51 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:30:56 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
01:31:01 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:31:06 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:31:11 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:31:16 PM      0.00      0.00      0.00      0.06      0.00      0.00      0.00      0.06
01:31:21 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:31:26 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:31:31 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:31:36 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:31:41 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:31:46 PM      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.05
01:31:51 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:31:56 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:01 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:06 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:32:11 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:32:16 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:21 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:26 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:31 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:32:36 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:41 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:32:46 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:51 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:32:56 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:33:01 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:33:06 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:33:11 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:33:16 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:33:21 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:33:26 PM      0.00      0.00      0.00      0.07      0.00      0.00      0.00      0.07
01:33:31 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:33:36 PM      0.00      0.00      0.00      0.06      0.00      0.00      0.00      0.06
01:33:41 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:33:46 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:33:51 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:33:56 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:34:01 PM      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.04
01:34:06 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:34:11 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:34:16 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:34:21 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:34:26 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:34:31 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:34:36 PM      0.00      0.00      0.00      0.08      0.00      0.00      0.00      0.08
01:34:41 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:34:46 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:34:51 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:34:56 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:35:01 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:35:06 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:35:11 PM      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.05
01:35:16 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:35:21 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:35:26 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:35:31 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:35:36 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:35:41 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:35:46 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:35:51 PM      0.00      0.00      0.00      0.09      0.00      0.00      0.00      0.08
01:35:56 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:36:01 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:36:06 PM      0.00      0.00      0.00      0.05      0.00      0.00      0.00      0.05
01:36:11 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:36:16 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:36:21 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:36:26 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:36:31 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:36:36 PM      0.00      0.00      0.00      0.07      0.00      0.00      0.00      0.06
01:36:41 PM      0.00      0.00      0.00      0.07      0.00      0.00      0.00      0.07
01:36:46 PM      0.00      0.00      0.00      0.08      0.00      0.00      0.00      0.08
01:36:51 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:36:56 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:37:01 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:37:06 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:37:11 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:37:16 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:37:21 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:37:26 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:37:31 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:37:36 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:37:41 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:37:46 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:37:51 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:37:56 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:38:01 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:38:06 PM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:38:11 PM      0.00      0.00      0.00      0.07      0.00      0.00      0.00      0.07
01:38:16 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:38:21 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:38:26 PM      0.00      0.00      0.00      0.09      0.00      0.00      0.00      0.09
01:38:31 PM      0.00      0.00      0.00      0.03      0.00      0.00      0.00      0.03
01:38:36 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:38:41 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:38:46 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:38:51 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:38:56 PM      0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
01:39:01 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
01:39:06 PM      0.00      0.00      0.00      0.04      0.00      0.00      0.00      0.04
01:39:11 PM      0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
